layer,top_k,position_group,direction,feature_group,n_rows,positive_logit_n,positive_rank_n,mean_logit_effect,ci95_low,ci95_high,effect_status,mean_rank_effect,mean_gap_closure
18,1,answer_adjacent_text,restore,evidence_attribution_topk,8,4,1,0.000488,-0.009277,0.009277,weak_or_heterogeneous_positive,-0.25,0.000178
18,1,answer_adjacent_text,restore,random_active_topk,8,2,0,-0.000488,-0.003906,0.003418,not_positive,0.0,-0.000161
18,1,top_hidden_delta,corrupt,activation_matched_topk,8,2,0,-0.003906,-0.008789,0.001953,not_positive,0.0,-0.000595
18,1,top_hidden_delta,corrupt,attribution_matched_mask_insensitive_topk,8,3,0,0.000977,-0.00293,0.004883,weak_or_heterogeneous_positive,0.0,0.000335
18,1,top_hidden_delta,corrupt,drop_matched_topk,8,1,0,-0.00293,-0.006836,0.000977,not_positive,0.0,-0.000593
18,1,top_hidden_delta,corrupt,evidence_attribution_topk,8,1,0,-0.00293,-0.006836,0.000977,not_positive,0.0,-0.000608
18,1,top_hidden_delta,corrupt,random_active_topk,8,3,0,0.001953,-0.00293,0.006836,weak_or_heterogeneous_positive,0.0,0.000474
18,1,top_hidden_delta,restore,activation_matched_topk,8,2,0,0.000488,-0.001953,0.00293,weak_or_heterogeneous_positive,0.0,9.1e-05
18,1,top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,8,2,0,0.000488,-0.001953,0.003418,weak_or_heterogeneous_positive,0.0,0.0001
18,1,top_hidden_delta,restore,drop_matched_topk,8,2,0,-0.000488,-0.003906,0.00293,not_positive,0.0,-0.000118
18,1,top_hidden_delta,restore,evidence_attribution_topk,8,3,0,0.001465,-0.001465,0.004883,weak_or_heterogeneous_positive,0.0,0.000247
18,1,top_hidden_delta,restore,random_active_topk,8,2,0,0.000488,-0.001953,0.00293,weak_or_heterogeneous_positive,0.0,0.000113
18,1,top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,8,2,0,-0.00293,-0.007812,0.001953,not_positive,0.0,-0.000417
18,1,top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,8,3,0,0.00293,-0.00293,0.009766,weak_or_heterogeneous_positive,0.0,0.000601
18,1,top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,8,3,0,0.010742,-0.001953,0.024414,weak_or_heterogeneous_positive,0.0,0.001622
18,1,top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,8,1,0,-0.001953,-0.006836,0.003906,not_positive,0.0,-0.000432
18,1,top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,8,3,0,0.000977,-0.004883,0.005859,weak_or_heterogeneous_positive,0.0,0.000161
18,1,top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,8,2,1,0.001465,-0.000977,0.004395,weak_or_heterogeneous_positive,0.125,0.00027
18,1,top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,8,2,0,0.001953,-0.000977,0.005371,weak_or_heterogeneous_positive,0.0,0.000369
18,1,top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,8,4,1,0.010254,-0.001465,0.024414,weak_or_heterogeneous_positive,0.0,0.001843
18,1,top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,8,4,0,0.002441,-0.000977,0.006348,weak_or_heterogeneous_positive,0.0,0.000423
18,1,top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,8,1,0,-0.000488,-0.001953,0.000977,not_positive,0.0,-6.2e-05
18,32,answer_adjacent_text,corrupt,activation_matched_topk,8,4,0,0.003906,-0.018555,0.024414,weak_or_heterogeneous_positive,-0.125,0.001067
18,32,answer_adjacent_text,corrupt,attribution_matched_mask_insensitive_topk,8,3,0,-0.005859,-0.029297,0.014648,not_positive,0.0,-0.001391
18,32,answer_adjacent_text,corrupt,drop_matched_topk,8,3,0,-0.000977,-0.050781,0.058594,not_positive,0.0,0.000911
18,32,answer_adjacent_text,corrupt,evidence_attribution_topk,8,8,2,0.132812,0.089844,0.181641,stable_positive,0.25,0.023745
18,32,answer_adjacent_text,corrupt,random_active_topk,8,3,0,-0.017578,-0.044922,0.003906,not_positive,0.0,-0.003103
18,32,answer_adjacent_text,restore,activation_matched_topk,8,4,2,0.003418,-0.018555,0.024902,weak_or_heterogeneous_positive,-1.0,0.000839
18,32,answer_adjacent_text,restore,attribution_matched_mask_insensitive_topk,8,1,1,-0.029297,-0.051758,-0.00293,not_positive,-0.625,-0.006061
18,32,answer_adjacent_text,restore,drop_matched_topk,8,5,3,-0.011719,-0.056152,0.026855,not_positive,-1.0,-0.002189
18,32,answer_adjacent_text,restore,evidence_attribution_topk,8,8,7,0.217285,0.126465,0.318359,stable_positive,9.375,0.038608
18,32,answer_adjacent_text,restore,random_active_topk,8,2,1,-0.013184,-0.031738,0.001953,not_positive,-1.0,-0.002339
18,32,top_hidden_delta,corrupt,activation_matched_topk,8,4,0,-0.015625,-0.056641,0.022461,not_positive,0.0,-0.004242
18,32,top_hidden_delta,corrupt,attribution_matched_mask_insensitive_topk,8,1,0,-0.008789,-0.015625,-0.001953,not_positive,0.0,-0.001398
18,32,top_hidden_delta,corrupt,drop_matched_topk,8,4,1,0.008789,-0.033203,0.048828,weak_or_heterogeneous_positive,0.125,0.000344
18,32,top_hidden_delta,corrupt,evidence_attribution_topk,8,7,0,0.050781,-0.006836,0.095703,weak_or_heterogeneous_positive,0.0,0.007518
18,32,top_hidden_delta,corrupt,random_active_topk,8,6,1,0.001953,-0.02832,0.027344,weak_or_heterogeneous_positive,0.125,-0.000742
18,32,top_hidden_delta,restore,activation_matched_topk,8,8,2,0.006348,0.004395,0.008301,stable_positive,0.25,0.001147
18,32,top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,8,2,0,0.000488,-0.00293,0.004395,weak_or_heterogeneous_positive,0.0,-2e-06
18,32,top_hidden_delta,restore,drop_matched_topk,8,2,0,0.000488,-0.010254,0.012207,weak_or_heterogeneous_positive,-0.125,0.00065
18,32,top_hidden_delta,restore,evidence_attribution_topk,8,6,0,0.005371,0.001465,0.008789,stable_positive,0.0,0.001
18,32,top_hidden_delta,restore,random_active_topk,8,2,1,-0.000488,-0.00293,0.002441,not_positive,0.125,-6e-05
18,32,top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,8,6,1,0.036133,-0.046875,0.117188,weak_or_heterogeneous_positive,0.0,0.003551
18,32,top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,8,4,0,0.012695,-0.017578,0.041992,weak_or_heterogeneous_positive,0.0,0.00269
18,32,top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,8,4,2,0.00293,-0.047852,0.054688,weak_or_heterogeneous_positive,0.25,0.000475
18,32,top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,8,7,1,0.060547,0.004883,0.103516,stable_positive,0.125,0.008596
18,32,top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,8,7,1,0.023438,-0.003906,0.044922,weak_or_heterogeneous_positive,0.125,0.005119
18,32,top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,8,5,2,0.015625,-0.01416,0.046387,weak_or_heterogeneous_positive,1.125,0.002936
18,32,top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,8,5,4,0.028809,-0.016113,0.072754,weak_or_heterogeneous_positive,0.0,0.006238
18,32,top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,8,6,4,0.020508,-0.015625,0.052246,weak_or_heterogeneous_positive,-0.75,0.005366
18,32,top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,8,5,4,0.020508,-0.023438,0.057617,weak_or_heterogeneous_positive,1.0,0.003691
18,32,top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,8,4,3,0.009766,-0.001953,0.022949,weak_or_heterogeneous_positive,0.125,0.001662
18,8,answer_adjacent_text,corrupt,activation_matched_topk,8,5,0,0.009766,-0.000977,0.022461,weak_or_heterogeneous_positive,0.0,0.001918
18,8,answer_adjacent_text,corrupt,attribution_matched_mask_insensitive_topk,8,2,0,0.003906,-0.006836,0.018555,weak_or_heterogeneous_positive,0.0,0.000723
18,8,answer_adjacent_text,corrupt,drop_matched_topk,8,2,0,-0.011719,-0.030273,0.012695,not_positive,0.0,-0.001645
18,8,answer_adjacent_text,corrupt,evidence_attribution_topk,8,7,1,0.055664,0.026367,0.085938,stable_positive,0.125,0.009274
18,8,answer_adjacent_text,corrupt,random_active_topk,8,4,0,0.00293,-0.005859,0.009766,weak_or_heterogeneous_positive,0.0,0.000588
18,8,answer_adjacent_text,restore,activation_matched_topk,8,3,2,0.004883,-0.009277,0.021973,weak_or_heterogeneous_positive,-0.25,0.001056
18,8,answer_adjacent_text,restore,attribution_matched_mask_insensitive_topk,8,3,0,-0.000488,-0.013184,0.012695,not_positive,-0.375,-0.000274
18,8,answer_adjacent_text,restore,drop_matched_topk,8,2,1,-0.012695,-0.030273,0.005859,not_positive,-0.5,-0.001556
18,8,answer_adjacent_text,restore,evidence_attribution_topk,8,8,6,0.085449,0.057129,0.116211,stable_positive,5.875,0.014441
18,8,answer_adjacent_text,restore,random_active_topk,8,5,2,0.006348,0.0,0.01416,weak_or_heterogeneous_positive,0.625,0.001035
18,8,top_hidden_delta,corrupt,activation_matched_topk,8,7,0,0.027344,-0.012695,0.064453,weak_or_heterogeneous_positive,0.0,0.003494
18,8,top_hidden_delta,corrupt,attribution_matched_mask_insensitive_topk,8,2,0,0.0,-0.003906,0.003906,not_positive,0.0,-6.2e-05
18,8,top_hidden_delta,corrupt,drop_matched_topk,8,5,0,0.009766,-0.005859,0.023438,weak_or_heterogeneous_positive,0.0,0.002201
18,8,top_hidden_delta,corrupt,evidence_attribution_topk,8,5,0,0.015625,-0.013672,0.041016,weak_or_heterogeneous_positive,0.0,0.002161
18,8,top_hidden_delta,corrupt,random_active_topk,8,4,0,0.0,-0.009766,0.009766,not_positive,0.0,0.000145
18,8,top_hidden_delta,restore,activation_matched_topk,8,1,0,-0.003418,-0.007324,0.000977,not_positive,-0.125,-0.000514
18,8,top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,8,2,0,0.000488,-0.001953,0.00293,weak_or_heterogeneous_positive,0.0,9.1e-05
18,8,top_hidden_delta,restore,drop_matched_topk,8,3,0,0.000977,-0.003906,0.004883,weak_or_heterogeneous_positive,-0.25,0.000297
18,8,top_hidden_delta,restore,evidence_attribution_topk,8,4,0,0.0,-0.005371,0.004395,not_positive,0.0,-0.000131
18,8,top_hidden_delta,restore,random_active_topk,8,3,1,0.001465,-0.000977,0.003906,weak_or_heterogeneous_positive,0.125,0.000303
18,8,top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,8,3,0,0.006836,-0.030273,0.046875,weak_or_heterogeneous_positive,0.0,0.000329
18,8,top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,8,7,0,0.017578,0.004883,0.036133,stable_positive,0.0,0.003165
18,8,top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,8,5,0,0.015625,-0.007812,0.036133,weak_or_heterogeneous_positive,0.0,0.003564
18,8,top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,8,6,0,0.019531,-0.009766,0.043945,weak_or_heterogeneous_positive,0.0,0.002827
18,8,top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,8,3,1,0.005859,-0.003906,0.017578,weak_or_heterogeneous_positive,0.125,0.001459
18,8,top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,8,3,2,-0.007812,-0.022949,0.005371,not_positive,0.0,-0.000762
18,8,top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,8,6,3,0.01709,0.004395,0.03418,stable_positive,0.625,0.002935
18,8,top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,8,2,2,0.000488,-0.005859,0.007812,weak_or_heterogeneous_positive,0.375,0.000471
18,8,top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,8,6,2,0.006348,-0.013672,0.024414,weak_or_heterogeneous_positive,0.0,0.001098
18,8,top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,8,4,3,0.008789,-0.002441,0.020996,weak_or_heterogeneous_positive,0.875,0.001499
21,1,answer_adjacent_text,corrupt,activation_matched_topk,8,4,0,0.001953,-0.004883,0.007812,weak_or_heterogeneous_positive,0.0,0.000243
21,1,answer_adjacent_text,corrupt,attribution_matched_mask_insensitive_topk,8,1,0,-0.001953,-0.005859,0.001953,not_positive,0.0,-0.000434
21,1,answer_adjacent_text,corrupt,drop_matched_topk,8,2,0,0.000977,-0.003906,0.005859,weak_or_heterogeneous_positive,0.0,0.000232
21,1,answer_adjacent_text,corrupt,evidence_attribution_topk,8,3,1,0.005859,-0.006836,0.024414,weak_or_heterogeneous_positive,0.125,0.001073
21,1,answer_adjacent_text,corrupt,random_active_topk,8,2,0,0.0,-0.004883,0.003906,not_positive,0.0,-5e-05
21,1,answer_adjacent_text,restore,activation_matched_topk,8,4,3,0.003418,-0.003418,0.010254,weak_or_heterogeneous_positive,0.25,0.000655
21,1,answer_adjacent_text,restore,attribution_matched_mask_insensitive_topk,8,1,0,-0.000977,-0.003418,0.001953,not_positive,0.0,-0.000147
21,1,answer_adjacent_text,restore,drop_matched_topk,8,3,2,-0.000977,-0.009277,0.005371,not_positive,0.0,-8.1e-05
21,1,answer_adjacent_text,restore,evidence_attribution_topk,8,6,4,0.019531,0.004883,0.036621,stable_positive,2.375,0.003103
21,1,answer_adjacent_text,restore,random_active_topk,8,3,1,0.000977,-0.002441,0.004395,weak_or_heterogeneous_positive,0.125,0.000128
21,1,top_hidden_delta,corrupt,activation_matched_topk,8,3,0,0.00293,-0.00293,0.009766,weak_or_heterogeneous_positive,0.0,0.000673
21,1,top_hidden_delta,corrupt,attribution_matched_mask_insensitive_topk,8,3,0,0.00293,0.0,0.005859,weak_or_heterogeneous_positive,0.0,0.000488
21,1,top_hidden_delta,corrupt,drop_matched_topk,8,5,0,0.003906,0.0,0.007812,weak_or_heterogeneous_positive,0.0,0.000643
21,1,top_hidden_delta,corrupt,evidence_attribution_topk,8,3,0,-0.00293,-0.021484,0.014648,not_positive,0.0,-2.4e-05
21,1,top_hidden_delta,corrupt,random_active_topk,8,3,0,0.000977,-0.00293,0.004883,weak_or_heterogeneous_positive,0.0,0.000326
21,1,top_hidden_delta,restore,activation_matched_topk,8,2,0,0.000977,-0.000977,0.003418,weak_or_heterogeneous_positive,0.0,0.000159
21,1,top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,8,0,0,-0.002441,-0.004395,-0.000977,not_positive,-0.125,-0.000502
21,1,top_hidden_delta,restore,drop_matched_topk,8,1,0,-0.000977,-0.004395,0.003418,not_positive,0.0,-0.000239
21,1,top_hidden_delta,restore,evidence_attribution_topk,8,2,0,0.000488,-0.000977,0.001953,weak_or_heterogeneous_positive,0.0,8.6e-05
21,1,top_hidden_delta,restore,random_active_topk,8,2,0,0.000488,-0.001953,0.00293,weak_or_heterogeneous_positive,0.0,0.000146
21,1,top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,8,3,0,0.001953,-0.00293,0.006836,weak_or_heterogeneous_positive,0.0,0.000497
21,1,top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,8,2,0,0.001953,0.0,0.004883,weak_or_heterogeneous_positive,0.0,0.000301
21,1,top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,8,5,0,0.005859,0.001953,0.009766,stable_positive,0.0,0.001067
21,1,top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,8,4,0,-0.005859,-0.022461,0.007812,not_positive,0.0,-0.00042
21,1,top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,8,5,0,0.003906,0.0,0.006836,weak_or_heterogeneous_positive,0.0,0.000633
21,1,top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,8,4,0,0.001953,-0.000977,0.004883,weak_or_heterogeneous_positive,0.0,0.000345
21,1,top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,8,1,0,-0.001953,-0.004395,0.000488,not_positive,0.0,-0.000409
21,1,top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,8,2,0,0.000977,-0.001953,0.004395,weak_or_heterogeneous_positive,0.0,0.000187
21,1,top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,8,4,1,0.005859,-0.007324,0.020508,weak_or_heterogeneous_positive,0.25,0.001277
21,1,top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,8,3,2,0.001465,-0.00293,0.005859,weak_or_heterogeneous_positive,0.125,0.000173
21,32,answer_adjacent_text,corrupt,activation_matched_topk,8,1,0,-0.033203,-0.066406,-0.00293,not_positive,-0.125,-0.006127
21,32,answer_adjacent_text,corrupt,attribution_matched_mask_insensitive_topk,8,0,0,-0.057617,-0.083984,-0.033203,not_positive,-0.125,-0.009459
21,32,answer_adjacent_text,corrupt,drop_matched_topk,8,3,0,-0.03125,-0.078125,0.007812,not_positive,-0.125,-0.005859
21,32,answer_adjacent_text,corrupt,evidence_attribution_topk,8,8,2,0.086914,0.055664,0.114258,stable_positive,0.375,0.016055
21,32,answer_adjacent_text,corrupt,random_active_topk,8,6,0,0.023438,0.008789,0.040039,stable_positive,0.0,0.004487
21,32,answer_adjacent_text,restore,activation_matched_topk,8,3,2,-0.022949,-0.061035,0.013672,not_positive,0.625,-0.004191
21,32,answer_adjacent_text,restore,attribution_matched_mask_insensitive_topk,8,0,0,-0.07959,-0.107422,-0.050781,not_positive,-3.5,-0.013535
21,32,answer_adjacent_text,restore,drop_matched_topk,8,2,4,-0.025391,-0.055664,0.005371,not_positive,0.5,-0.004779
21,32,answer_adjacent_text,restore,evidence_attribution_topk,8,8,8,0.215332,0.126953,0.312988,stable_positive,9.0,0.038968
21,32,answer_adjacent_text,restore,random_active_topk,8,6,2,0.012207,-0.005859,0.029785,weak_or_heterogeneous_positive,-0.25,0.002446
21,32,top_hidden_delta,corrupt,activation_matched_topk,8,4,1,0.019531,-0.004883,0.047852,weak_or_heterogeneous_positive,0.125,0.003294
21,32,top_hidden_delta,corrupt,attribution_matched_mask_insensitive_topk,8,5,0,0.003906,-0.005859,0.012695,weak_or_heterogeneous_positive,0.0,0.000537
21,32,top_hidden_delta,corrupt,drop_matched_topk,8,6,1,0.018555,0.006836,0.03125,stable_positive,0.125,0.003058
21,32,top_hidden_delta,corrupt,evidence_attribution_topk,8,3,0,-0.043945,-0.105469,0.007812,not_positive,0.0,-0.005798
21,32,top_hidden_delta,corrupt,random_active_topk,8,2,0,-0.007812,-0.017578,0.000977,not_positive,0.0,-0.00121
21,32,top_hidden_delta,restore,activation_matched_topk,8,2,0,0.000488,-0.002441,0.003418,weak_or_heterogeneous_positive,-0.125,0.000141
21,32,top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,8,1,0,-0.001953,-0.005371,0.001465,not_positive,-0.125,-0.000262
21,32,top_hidden_delta,restore,drop_matched_topk,8,5,2,0.007812,0.001953,0.014648,stable_positive,1.0,0.001141
21,32,top_hidden_delta,restore,evidence_attribution_topk,8,5,0,0.003418,0.0,0.006836,weak_or_heterogeneous_positive,-0.125,0.000518
21,32,top_hidden_delta,restore,random_active_topk,8,3,0,0.000488,-0.00293,0.004395,weak_or_heterogeneous_positive,-0.125,0.00017
21,32,top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,8,4,1,0.03125,-0.013672,0.078125,weak_or_heterogeneous_positive,0.0,0.004054
21,32,top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,8,4,0,0.005859,-0.009766,0.022461,weak_or_heterogeneous_positive,0.0,0.000891
21,32,top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,8,4,1,0.000977,-0.033203,0.037109,weak_or_heterogeneous_positive,0.125,0.00085
21,32,top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,8,1,0,-0.071289,-0.125,-0.022461,not_positive,0.0,-0.010479
21,32,top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,8,5,1,0.011719,-0.00293,0.029297,weak_or_heterogeneous_positive,0.125,0.001609
21,32,top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,8,2,0,-0.024902,-0.046875,-0.006836,not_positive,-1.75,-0.003893
21,32,top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,8,3,2,0.001465,-0.017578,0.019531,weak_or_heterogeneous_positive,-0.375,0.000501
21,32,top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,8,5,4,0.005859,-0.021484,0.029297,weak_or_heterogeneous_positive,1.375,0.000679
21,32,top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,8,3,3,-0.003906,-0.031738,0.026367,not_positive,-0.75,0.000177
21,32,top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,8,5,5,0.01709,0.004883,0.029297,stable_positive,0.75,0.003016
21,8,answer_adjacent_text,corrupt,activation_matched_topk,8,5,0,0.008789,-0.000977,0.017578,weak_or_heterogeneous_positive,0.0,0.001791
21,8,answer_adjacent_text,corrupt,attribution_matched_mask_insensitive_topk,8,1,0,0.000977,-0.00293,0.005859,weak_or_heterogeneous_positive,0.0,0.000158
21,8,answer_adjacent_text,corrupt,drop_matched_topk,8,4,0,-0.010742,-0.037109,0.014648,not_positive,0.0,-0.001933
21,8,answer_adjacent_text,corrupt,evidence_attribution_topk,8,6,1,0.018555,-0.006836,0.040039,weak_or_heterogeneous_positive,0.125,0.003303
21,8,answer_adjacent_text,corrupt,random_active_topk,8,2,0,-0.00293,-0.020508,0.013672,not_positive,0.0,-0.00033
21,8,answer_adjacent_text,restore,activation_matched_topk,8,7,1,0.011719,0.003418,0.020508,stable_positive,0.125,0.002341
21,8,answer_adjacent_text,restore,attribution_matched_mask_insensitive_topk,8,0,0,-0.012207,-0.019531,-0.005371,not_positive,-0.5,-0.002174
21,8,answer_adjacent_text,restore,drop_matched_topk,8,2,3,-0.018555,-0.047852,0.007324,not_positive,0.5,-0.003164
21,8,answer_adjacent_text,restore,evidence_attribution_topk,8,6,5,0.071777,0.021484,0.117676,stable_positive,4.375,0.012858
21,8,answer_adjacent_text,restore,random_active_topk,8,2,3,-0.005371,-0.016602,0.005859,not_positive,0.375,-0.000992
21,8,top_hidden_delta,corrupt,activation_matched_topk,8,3,0,-0.000977,-0.008789,0.007812,not_positive,0.0,-0.000508
21,8,top_hidden_delta,corrupt,attribution_matched_mask_insensitive_topk,8,5,0,0.003906,0.0,0.007812,weak_or_heterogeneous_positive,0.0,0.000785
21,8,top_hidden_delta,corrupt,drop_matched_topk,8,4,0,0.008789,-0.005859,0.024414,weak_or_heterogeneous_positive,0.0,0.001401
21,8,top_hidden_delta,corrupt,evidence_attribution_topk,8,3,0,-0.025391,-0.068359,0.012695,not_positive,0.0,-0.003165
21,8,top_hidden_delta,corrupt,random_active_topk,8,4,0,-0.005859,-0.019531,0.005859,not_positive,0.0,-0.000747
21,8,top_hidden_delta,restore,activation_matched_topk,8,4,0,0.001953,-0.000488,0.004395,weak_or_heterogeneous_positive,0.0,0.000387
21,8,top_hidden_delta,restore,attribution_matched_mask_insensitive_topk,8,1,0,0.000488,-0.001465,0.00293,weak_or_heterogeneous_positive,0.0,9.9e-05
21,8,top_hidden_delta,restore,drop_matched_topk,8,5,0,0.003418,0.001465,0.006348,stable_positive,0.0,0.0006
21,8,top_hidden_delta,restore,evidence_attribution_topk,8,1,0,0.0,-0.001465,0.001465,not_positive,-0.125,2.6e-05
21,8,top_hidden_delta,restore,random_active_topk,8,1,0,-0.000977,-0.002441,0.000977,not_positive,0.0,-0.000155
21,8,top_hidden_delta_plus_answer_adjacent,corrupt,activation_matched_topk,8,2,0,-0.017578,-0.042969,0.005859,not_positive,-0.125,-0.003709
21,8,top_hidden_delta_plus_answer_adjacent,corrupt,attribution_matched_mask_insensitive_topk,8,3,0,-0.001953,-0.008789,0.003906,not_positive,0.0,-0.000149
21,8,top_hidden_delta_plus_answer_adjacent,corrupt,drop_matched_topk,8,7,0,0.020508,0.005859,0.035156,stable_positive,0.0,0.0037
21,8,top_hidden_delta_plus_answer_adjacent,corrupt,evidence_attribution_topk,8,4,0,-0.030273,-0.070312,0.003906,not_positive,0.0,-0.003985
21,8,top_hidden_delta_plus_answer_adjacent,corrupt,random_active_topk,8,4,0,-0.007812,-0.025391,0.006836,not_positive,0.0,-0.001039
21,8,top_hidden_delta_plus_answer_adjacent,restore,activation_matched_topk,8,1,1,-0.015625,-0.028809,-0.00293,not_positive,-0.375,-0.002657
21,8,top_hidden_delta_plus_answer_adjacent,restore,attribution_matched_mask_insensitive_topk,8,0,0,-0.007812,-0.018555,0.0,not_positive,-0.625,-0.001173
21,8,top_hidden_delta_plus_answer_adjacent,restore,drop_matched_topk,8,6,3,0.017578,0.007324,0.027832,stable_positive,1.375,0.002998
21,8,top_hidden_delta_plus_answer_adjacent,restore,evidence_attribution_topk,8,3,2,0.004395,-0.035156,0.043457,weak_or_heterogeneous_positive,0.625,0.001275
21,8,top_hidden_delta_plus_answer_adjacent,restore,random_active_topk,8,2,2,-0.003906,-0.01123,0.002441,not_positive,0.375,-0.000672
